Zip Code,Date,Hour,Count,Day,Temperature,Feels Like,Precipitation
53110,2023-02-20,11,4,0,36.0,30.3,0.0
53110,2023-02-26,11,1,6,38.9,33.4,0.0
53110,2023-03-03,13,1,4,37.1,27.8,0.0
53110,2023-03-25,13,1,5,34.1,23.9,0.034
53129,2023-03-08,15,2,2,42.9,37.0,0.0
53132,2023-02-21,11,2,1,26.0,15.5,0.0
53132,2023-02-26,8,4,6,30.8,24.2,0.0
53132,2023-02-27,9,4,0,37.3,27.7,0.434
53132,2023-03-05,17,4,6,38.1,31.7,0.0
53132,2023-03-09,12,4,3,38.8,30.7,0.0
53132,2023-03-21,20,6,1,39.9,35.4,0.0
53132,2023-03-22,12,1,2,45.1,40.7,0.0
53132,2023-03-24,12,4,4,40.9,33.8,0.0
53132,2023-04-04,17,2,1,47.1,41.4,0.011
53132,2023-04-13,17,2,3,82.1,80.1,0.0
53132,2023-04-17,12,1,0,36.0,26.3,0.0
53154,2023-02-02,15,1,3,29.1,16.9,0.0
53154,2023-02-08,13,1,2,43.6,40.0,0.0
53154,2023-02-08,14,4,2,43.6,40.2,0.0
53154,2023-02-09,0,1,3,36.0,32.2,0.0
53154,2023-02-09,11,2,3,38.1,28.9,0.003
53154,2023-02-09,13,4,3,35.2,24.6,0.084
53154,2023-02-11,16,1,5,47.8,41.6,0.0
53154,2023-02-11,18,2,5,43.6,37.0,0.0
53154,2023-02-11,19,2,5,39.0,33.3,0.0
53154,2023-02-11,20,1,5,38.8,32.5,0.0
53154,2023-02-14,13,1,1,47.8,42.1,0.0
53154,2023-02-14,15,4,1,46.1,39.3,0.0
53154,2023-02-15,9,4,2,42.3,32.2,0.0
53154,2023-02-15,13,2,2,41.0,31.2,0.0
53154,2023-02-17,8,2,4,17.9,6.8,0.0
53154,2023-02-20,11,2,0,36.0,30.3,0.0
53154,2023-02-21,13,1,1,29.1,22.6,0.0
53154,2023-02-21,16,4,1,32.0,27.2,0.0
53154,2023-02-23,10,2,3,34.1,29.7,0.0
53154,2023-02-23,19,2,3,29.8,19.2,0.0
53154,2023-02-28,0,2,1,34.5,25.0,0.0
53154,2023-02-28,12,4,1,46.0,42.9,0.0
53154,2023-03-02,10,2,3,34.0,25.5,0.0
53154,2023-03-02,15,2,3,36.0,29.5,0.0
53154,2023-03-13,5,1,0,28.4,20.4,0.0
53154,2023-03-13,12,1,0,29.9,16.9,0.0
53154,2023-03-13,13,2,0,29.9,18.8,0.0
53154,2023-03-14,13,2,1,30.7,24.7,0.0
53154,2023-03-23,11,2,3,42.1,36.0,0.0
53154,2023-03-24,15,2,4,40.0,32.9,0.0
53154,2023-03-27,11,2,0,37.2,29.3,0.0
53154,2023-03-28,9,1,1,36.8,33.9,0.0
53154,2023-04-05,12,1,2,69.3,69.3,0.0
53154,2023-04-05,14,4,2,57.9,57.9,0.0
53154,2023-04-06,12,2,3,44.9,37.7,0.0
53154,2023-04-08,17,2,5,55.7,55.7,0.0
53154,2023-04-10,16,1,0,71.2,71.2,0.0
53154,2023-04-12,15,5,2,82.1,80.4,0.0
53154,2023-04-17,12,4,0,36.0,26.3,0.0
53154,2023-04-17,13,1,0,37.1,25.9,0.0
53154,2023-04-19,9,5,2,40.0,31.1,0.0
53154,2023-04-19,13,1,2,40.2,34.0,0.0
53172,2023-03-06,10,4,0,43.1,36.2,0.0
53172,2023-03-06,18,4,0,41.0,34.9,0.0
53172,2023-03-09,11,4,3,38.0,29.3,0.0
53202,2023-02-02,15,3,3,29.1,16.9,0.0
53202,2023-02-02,16,1,3,26.9,15.5,0.0
53202,2023-02-02,17,1,3,24.2,12.0,0.0
53202,2023-02-06,15,2,0,37.0,26.7,0.0
53202,2023-02-06,16,1,0,37.1,27.2,0.0
53202,2023-02-06,17,12,0,37.2,27.2,0.0
53202,2023-02-06,18,6,0,38.0,27.5,0.0
53202,2023-02-06,19,4,0,38.0,27.5,0.0
53202,2023-02-06,20,1,0,38.9,28.3,0.0
53202,2023-02-06,21,2,0,38.8,29.4,0.0
53202,2023-02-06,22,8,0,38.2,29.5,0.0
53202,2023-02-06,23,4,0,40.1,31.7,0.0
53202,2023-02-07,0,3,1,39.3,31.1,0.0
53202,2023-02-07,1,6,1,43.5,36.5,0.0
53202,2023-02-07,2,1,1,44.4,38.3,0.0
53202,2023-02-07,6,1,1,41.1,32.0,0.0
53202,2023-02-07,7,6,1,39.8,30.8,0.0
53202,2023-02-07,8,4,1,39.7,32.1,0.0
53202,2023-02-07,9,1,1,39.7,31.3,0.0
53202,2023-02-07,10,1,1,39.7,31.3,0.0
53202,2023-02-07,11,5,1,39.7,30.0,0.0
53202,2023-02-07,12,8,1,39.7,31.5,0.0
53202,2023-02-07,14,1,1,40.9,33.3,0.0
53202,2023-02-07,15,5,1,41.9,35.6,0.0
53202,2023-02-07,16,2,1,40.8,34.2,0.0
53202,2023-02-07,17,7,1,40.8,33.7,0.0
53202,2023-02-07,18,5,1,38.7,33.6,0.0
53202,2023-02-07,19,4,1,37.9,32.5,0.0
53202,2023-02-07,20,5,1,37.8,31.8,0.0
53202,2023-02-07,21,6,1,36.9,30.8,0.0
53202,2023-02-07,23,4,1,33.5,30.0,0.0
53202,2023-02-08,0,1,2,32.3,28.4,0.0
53202,2023-02-08,1,1,2,31.1,26.3,0.0
53202,2023-02-08,2,5,2,29.2,25.4,0.0
53202,2023-02-08,4,2,2,27.8,23.5,0.0
53202,2023-02-08,6,2,2,26.6,26.6,0.0
53202,2023-02-08,8,3,2,28.1,22.8,0.0
53202,2023-02-08,9,3,2,33.8,30.7,0.0
53202,2023-02-08,10,3,2,37.1,33.3,0.0
53202,2023-02-08,11,2,2,40.8,35.2,0.0
53202,2023-02-08,12,5,2,41.9,36.9,0.0
53202,2023-02-08,13,6,2,43.6,40.0,0.0
53202,2023-02-08,14,11,2,43.6,40.2,0.0
53202,2023-02-08,15,3,2,45.4,43.8,0.0
53202,2023-02-08,16,3,2,40.7,36.6,0.0
53202,2023-02-08,17,3,2,37.9,37.9,0.0
53202,2023-02-08,18,2,2,37.0,32.3,0.0
53202,2023-02-08,19,4,2,35.1,31.1,0.0
53202,2023-02-08,20,6,2,34.2,31.2,0.0
53202,2023-02-08,21,4,2,35.0,30.9,0.0
53202,2023-02-08,22,1,2,35.0,35.0,0.0
53202,2023-02-08,23,1,2,36.0,31.9,0.0
53202,2023-02-09,0,1,3,36.0,32.2,0.0
53202,2023-02-09,3,3,3,37.2,30.9,0.001
53202,2023-02-09,6,1,3,37.5,29.5,0.013
53202,2023-02-09,7,4,3,37.1,28.0,0.035
53202,2023-02-09,8,5,3,38.1,27.8,0.107
53202,2023-02-09,9,3,3,38.0,29.1,0.333
53202,2023-02-09,10,5,3,38.9,29.3,0.135
53202,2023-02-09,11,5,3,38.1,28.9,0.003
53202,2023-02-09,12,3,3,36.1,25.0,0.154
53202,2023-02-09,13,5,3,35.2,24.6,0.084
53202,2023-02-09,14,3,3,36.0,26.6,0.028
53202,2023-02-09,15,3,3,37.0,28.3,0.015
53202,2023-02-09,16,5,3,37.1,27.9,0.024
53202,2023-02-09,17,5,3,37.0,27.1,0.011
53202,2023-02-09,18,1,3,37.1,27.5,0.0
53202,2023-02-09,19,6,3,37.8,29.4,0.0
53202,2023-02-09,20,2,3,38.8,30.6,0.012
53202,2023-02-09,21,6,3,38.9,30.5,0.0
53202,2023-02-09,22,6,3,37.8,29.2,0.002
53202,2023-02-09,23,2,3,37.8,29.4,0.0
53202,2023-02-10,0,3,4,37.2,29.8,0.0
53202,2023-02-10,1,2,4,37.1,29.7,0.0
53202,2023-02-10,2,1,4,36.5,28.1,0.0
53202,2023-02-10,5,2,4,33.2,25.2,0.0
53202,2023-02-10,6,1,4,32.5,24.1,0.0
53202,2023-02-10,9,3,4,30.0,19.1,0.0
53202,2023-02-10,10,6,4,29.1,17.3,0.0
53202,2023-02-10,11,2,4,30.8,20.8,0.0
53202,2023-02-10,12,1,4,30.8,20.5,0.0
53202,2023-02-10,13,4,4,32.0,22.5,0.0
53202,2023-02-10,14,4,4,34.1,24.8,0.0
53202,2023-02-10,15,1,4,34.0,23.8,0.0
53202,2023-02-10,16,2,4,33.2,24.0,0.0
53202,2023-02-10,17,2,4,33.0,24.2,0.0
53202,2023-02-10,18,3,4,30.7,23.3,0.0
53202,2023-02-10,19,1,4,29.8,23.8,0.0
53202,2023-02-10,21,2,4,28.9,25.1,0.0
53202,2023-02-11,0,2,5,26.0,18.8,0.0
53202,2023-02-11,1,6,5,25.0,17.8,0.0
53202,2023-02-11,2,3,5,24.9,16.4,0.0
53202,2023-02-11,3,1,5,24.3,17.9,0.0
53202,2023-02-11,4,2,5,24.1,17.0,0.0
53202,2023-02-11,5,1,5,24.2,16.5,0.0
53202,2023-02-11,6,2,5,24.2,15.6,0.0
53202,2023-02-11,8,5,5,28.1,17.7,0.0
53202,2023-02-11,9,1,5,32.0,22.2,0.0
53202,2023-02-11,10,5,5,37.1,28.2,0.0
53202,2023-02-11,11,2,5,42.0,34.7,0.0
53202,2023-02-11,12,2,5,44.8,37.5,0.0
53202,2023-02-11,13,5,5,47.0,39.9,0.0
53202,2023-02-11,14,4,5,47.8,41.4,0.0
53202,2023-02-11,15,4,5,47.9,41.0,0.0
53202,2023-02-11,16,8,5,47.8,41.6,0.0
53202,2023-02-11,17,7,5,45.9,38.9,0.0
53202,2023-02-11,18,3,5,43.6,37.0,0.0
53202,2023-02-11,19,6,5,39.0,33.3,0.0
53202,2023-02-11,20,3,5,38.8,32.5,0.0
53202,2023-02-11,21,2,5,38.0,32.1,0.0
53202,2023-02-11,22,2,5,36.4,29.4,0.0
53202,2023-02-11,23,2,5,36.0,29.9,0.0
53202,2023-02-12,0,2,6,35.9,27.9,0.0
53202,2023-02-12,1,2,6,36.2,28.9,0.0
53202,2023-02-12,2,8,6,35.7,29.9,0.0
53202,2023-02-12,4,4,6,34.3,27.4,0.0
53202,2023-02-12,8,2,6,34.1,29.4,0.0
53202,2023-02-12,9,2,6,38.9,33.0,0.0
53202,2023-02-12,10,1,6,42.2,36.2,0.0
53202,2023-02-12,11,2,6,46.9,42.8,0.0
53202,2023-02-12,12,2,6,48.8,44.9,0.0
53202,2023-02-12,13,2,6,52.1,52.1,0.0
53202,2023-02-12,14,5,6,54.9,54.9,0.0
53202,2023-02-12,15,1,6,53.9,53.9,0.0
53202,2023-02-12,16,2,6,52.1,52.1,0.0
53202,2023-02-12,17,6,6,49.9,46.6,0.0
53202,2023-02-12,18,8,6,46.8,41.6,0.0
53202,2023-02-12,22,4,6,40.1,35.5,0.0
53202,2023-02-12,23,5,6,37.8,32.9,0.0
53202,2023-02-13,0,1,0,37.8,33.3,0.0
53202,2023-02-13,2,2,0,37.1,31.3,0.0
53202,2023-02-13,6,1,0,35.0,26.9,0.0
53202,2023-02-13,8,1,0,37.0,28.1,0.0
53202,2023-02-13,9,5,0,38.0,29.2,0.0
53202,2023-02-13,10,2,0,40.9,33.0,0.0
53202,2023-02-13,11,9,0,44.0,37.0,0.0
53202,2023-02-13,12,4,0,47.0,41.7,0.0
53202,2023-02-13,13,1,0,47.9,43.0,0.0
53202,2023-02-13,14,3,0,49.8,46.4,0.0
53202,2023-02-13,15,2,0,49.9,46.2,0.0
53202,2023-02-13,16,3,0,49.9,46.2,0.0
53202,2023-02-13,17,1,0,47.8,43.8,0.0
53202,2023-02-13,19,4,0,41.8,38.1,0.0
53202,2023-02-13,20,2,0,40.5,37.4,0.0
53202,2023-02-13,21,2,0,39.2,37.3,0.0
53202,2023-02-13,22,5,0,34.9,30.6,0.0
53202,2023-02-14,0,3,1,35.6,30.8,0.0
53202,2023-02-14,1,4,1,36.2,30.5,0.0
53202,2023-02-14,3,3,1,34.6,29.3,0.0
53202,2023-02-14,6,2,1,35.1,30.6,0.0
53202,2023-02-14,7,1,1,32.9,27.4,0.0
53202,2023-02-14,8,3,1,39.7,34.1,0.0
53202,2023-02-14,9,3,1,44.7,38.6,0.0
53202,2023-02-14,10,4,1,49.4,45.4,0.0
53202,2023-02-14,11,5,1,50.5,50.5,0.0
53202,2023-02-14,12,3,1,48.4,42.6,0.0
53202,2023-02-14,13,7,1,47.8,42.1,0.0
53202,2023-02-14,14,4,1,45.0,38.9,0.0
53202,2023-02-14,15,4,1,46.1,39.3,0.0
53202,2023-02-14,16,2,1,44.2,37.2,0.011
53202,2023-02-14,17,4,1,44.2,36.1,0.0
53202,2023-02-14,18,2,1,44.2,36.8,0.0
53202,2023-02-14,19,6,1,45.0,37.7,0.012
53202,2023-02-14,20,5,1,46.9,39.4,0.0
53202,2023-02-14,21,3,1,47.7,40.5,0.0
53202,2023-02-14,22,3,1,47.1,41.0,0.005
53202,2023-02-15,1,1,2,51.2,51.2,0.0
53202,2023-02-15,2,6,2,49.2,43.4,0.0
53202,2023-02-15,3,2,2,48.2,42.5,0.0
53202,2023-02-15,4,2,2,47.6,41.6,0.0
53202,2023-02-15,6,1,2,48.9,42.2,0.0
53202,2023-02-15,7,2,2,46.1,38.6,0.007
53202,2023-02-15,8,12,2,43.1,33.3,0.0
53202,2023-02-15,9,2,2,42.3,32.2,0.0
53202,2023-02-15,10,6,2,43.1,32.2,0.0
53202,2023-02-15,11,5,2,42.4,32.7,0.0
53202,2023-02-15,12,3,2,41.1,31.3,0.0
53202,2023-02-15,13,5,2,41.0,31.2,0.0
53202,2023-02-15,14,3,2,39.8,30.7,0.0
53202,2023-02-15,15,1,2,39.8,31.0,0.0
53202,2023-02-15,16,4,2,38.9,30.2,0.0
53202,2023-02-15,19,3,2,37.1,31.0,0.0
53202,2023-02-15,20,4,2,37.1,30.1,0.0
53202,2023-02-15,21,3,2,37.0,31.5,0.0
53202,2023-02-15,22,2,2,35.1,28.1,0.0
53202,2023-02-15,23,4,2,35.1,29.7,0.0
53202,2023-02-16,0,2,3,33.7,30.8,0.0
53202,2023-02-16,1,3,3,33.6,27.9,0.0
53202,2023-02-16,2,1,3,33.0,23.2,0.0
53202,2023-02-16,3,2,3,32.5,23.4,0.0
53202,2023-02-16,6,1,3,31.7,21.0,0.0
53202,2023-02-16,7,1,3,31.6,20.4,0.0
53202,2023-02-16,9,5,3,30.9,20.2,0.018
53202,2023-02-16,10,1,3,30.0,19.0,0.03
53202,2023-02-16,11,2,3,30.8,18.6,0.011
53202,2023-02-16,12,9,3,30.0,16.5,0.03
53202,2023-02-16,13,7,3,30.0,16.3,0.026
53202,2023-02-16,14,4,3,29.9,17.0,0.037
53202,2023-02-16,15,3,3,29.9,16.4,0.018
53202,2023-02-16,16,3,3,30.0,16.1,0.035
53202,2023-02-16,20,2,3,25.2,11.6,0.011
53202,2023-02-16,21,7,3,25.2,11.9,0.006
53202,2023-02-16,22,4,3,24.6,11.1,0.004
53202,2023-02-17,0,3,4,22.7,9.0,0.0
53202,2023-02-17,1,1,4,21.4,8.1,0.0
53202,2023-02-17,2,6,4,20.7,8.1,0.0
53202,2023-02-17,6,2,4,17.1,7.0,0.0
53202,2023-02-17,7,3,4,17.3,5.0,0.0
53202,2023-02-17,8,1,4,17.9,6.8,0.0
53202,2023-02-17,9,4,4,19.0,6.8,0.0
53202,2023-02-17,10,1,4,19.1,7.0,0.0
53202,2023-02-17,11,7,4,20.8,12.9,0.0
53202,2023-02-17,12,5,4,22.8,14.5,0.0
53202,2023-02-17,13,2,4,23.9,15.7,0.0
53202,2023-02-17,14,9,4,25.7,18.6,0.0
53202,2023-02-17,15,2,4,25.8,16.4,0.0
53202,2023-02-17,16,6,4,24.9,15.2,0.0
53202,2023-02-17,17,3,4,24.0,13.8,0.0
53202,2023-02-17,18,2,4,20.9,9.9,0.0
53202,2023-02-17,19,4,4,19.2,7.8,0.0
53202,2023-02-17,20,3,4,19.1,6.4,0.0
53202,2023-02-17,22,2,4,18.0,3.0,0.0
53202,2023-02-17,23,1,4,18.0,3.7,0.0
53202,2023-02-18,0,3,5,20.0,6.8,0.0
53202,2023-02-18,1,5,5,21.8,8.1,0.0
53202,2023-02-18,2,4,5,24.5,10.2,0.0
53202,2023-02-18,4,1,5,26.7,17.4,0.0
53202,2023-02-18,7,2,5,27.0,19.2,0.0
53202,2023-02-18,8,6,5,28.2,20.2,0.0
53202,2023-02-18,9,3,5,30.9,22.2,0.0
53202,2023-02-18,10,4,5,33.3,24.6,0.0
53202,2023-02-18,11,1,5,35.9,27.0,0.0
53202,2023-02-18,12,3,5,37.1,29.1,0.0
53202,2023-02-18,13,3,5,37.3,29.7,0.0
53202,2023-02-18,14,4,5,39.0,31.4,0.0
53202,2023-02-18,15,1,5,39.1,31.5,0.0
53202,2023-02-18,16,3,5,40.0,33.0,0.0
53202,2023-02-18,17,5,5,39.0,33.0,0.0
53202,2023-02-18,18,6,5,37.1,34.7,0.0
53202,2023-02-18,19,3,5,34.1,34.1,0.0
53202,2023-02-18,20,2,5,33.4,30.1,0.0
53202,2023-02-18,21,4,5,36.2,29.4,0.0
53202,2023-02-18,22,1,5,37.3,30.4,0.0
53202,2023-02-18,23,5,5,38.4,31.7,0.0
53202,2023-02-19,0,6,6,38.7,32.7,0.0
53202,2023-02-19,1,5,6,38.8,31.6,0.0
53202,2023-02-19,2,3,6,38.7,31.9,0.0
53202,2023-02-19,3,5,6,39.3,32.3,0.0
53202,2023-02-19,4,2,6,39.3,32.8,0.0
53202,2023-02-19,5,1,6,39.0,31.3,0.0
53202,2023-02-19,6,3,6,39.4,31.9,0.0
53202,2023-02-19,8,2,6,39.8,32.0,0.0
53202,2023-02-19,9,5,6,42.2,34.4,0.0
53202,2023-02-19,10,7,6,44.1,35.8,0.0
53202,2023-02-19,11,2,6,44.2,35.8,0.0
53202,2023-02-19,12,6,6,44.3,36.2,0.0
53202,2023-02-19,13,1,6,45.1,37.5,0.0
53202,2023-02-19,14,3,6,45.2,38.0,0.0
53202,2023-02-19,15,1,6,45.2,37.8,0.0
53202,2023-02-19,16,1,6,45.1,38.4,0.0
53202,2023-02-19,17,1,6,44.2,38.6,0.0
53202,2023-02-19,18,2,6,43.0,36.9,0.0
53202,2023-02-19,19,2,6,41.0,35.2,0.0
53202,2023-02-19,20,5,6,40.9,35.1,0.0
53202,2023-02-19,21,2,6,40.9,36.8,0.0
53202,2023-02-19,22,3,6,34.7,27.1,0.0
53202,2023-02-19,23,1,6,33.7,27.2,0.0
53202,2023-02-20,0,2,0,32.6,27.0,0.0
53202,2023-02-20,2,4,0,31.2,25.8,0.0
53202,2023-02-20,3,3,0,29.2,24.5,0.0
53202,2023-02-20,5,2,0,28.1,22.3,0.0
53202,2023-02-20,6,1,0,27.9,27.9,0.0
53202,2023-02-20,7,2,0,26.5,26.5,0.0
53202,2023-02-20,8,2,0,29.8,29.8,0.0
53202,2023-02-20,9,6,0,34.0,34.0,0.0
53202,2023-02-20,10,5,0,36.1,36.1,0.0
53202,2023-02-20,11,4,0,36.0,30.3,0.0
53202,2023-02-20,12,2,0,37.1,31.0,0.0
53202,2023-02-20,13,5,0,38.0,31.1,0.0
53202,2023-02-20,14,3,0,38.9,31.8,0.0
53202,2023-02-20,15,5,0,38.9,30.8,0.0
53202,2023-02-20,16,4,0,38.9,32.0,0.0
53202,2023-02-20,17,6,0,38.0,31.5,0.0
53202,2023-02-20,18,1,0,35.1,28.6,0.0
53202,2023-02-20,19,5,0,35.0,27.9,0.0
53202,2023-02-20,20,4,0,34.1,26.9,0.0
53202,2023-02-20,21,4,0,34.2,26.8,0.0
53202,2023-02-20,22,5,0,36.9,29.7,0.0
53202,2023-02-21,0,4,1,38.3,30.0,0.0
53202,2023-02-21,2,4,1,36.1,26.3,0.0
53202,2023-02-21,6,3,1,24.4,10.2,0.0
53202,2023-02-21,8,2,1,23.0,9.9,0.0
53202,2023-02-21,9,5,1,24.2,10.4,0.0
53202,2023-02-21,10,4,1,24.2,10.8,0.0
53202,2023-02-21,11,4,1,26.0,15.5,0.0
53202,2023-02-21,12,4,1,28.0,17.6,0.0
53202,2023-02-21,13,6,1,29.1,22.6,0.0
53202,2023-02-21,14,6,1,30.8,23.0,0.0
53202,2023-02-21,16,1,1,32.0,27.2,0.0
53202,2023-02-21,17,7,1,32.0,25.8,0.0
53202,2023-02-21,18,2,1,30.8,23.5,0.0
53202,2023-02-21,19,8,1,31.9,26.1,0.0
53202,2023-02-21,20,1,1,29.1,25.5,0.0
53202,2023-02-21,21,2,1,28.3,24.1,0.011
53202,2023-02-21,23,2,1,29.7,22.1,0.0
53202,2023-02-22,0,2,2,30.4,20.8,0.0
53202,2023-02-22,2,3,2,31.6,21.2,0.0
53202,2023-02-22,3,3,2,31.6,20.6,0.0
53202,2023-02-22,6,6,2,31.7,19.8,0.0
53202,2023-02-22,7,2,2,31.7,20.1,0.0
53202,2023-02-22,8,3,2,32.0,19.8,0.0
53202,2023-02-22,10,6,2,32.0,18.5,0.0
53202,2023-02-22,11,2,2,32.0,18.5,0.002
53202,2023-02-22,12,3,2,32.0,19.8,0.012
53202,2023-02-22,13,5,2,32.0,19.2,0.049
53202,2023-02-22,14,2,2,32.1,19.6,0.025
53202,2023-02-22,15,5,2,32.1,19.2,0.089
53202,2023-02-22,16,3,2,32.1,20.0,0.098
53202,2023-02-22,17,2,2,33.3,21.0,0.108
53202,2023-02-22,18,7,2,32.2,18.8,0.102
53202,2023-02-22,19,2,2,32.2,19.2,0.04
53202,2023-02-22,20,1,2,32.2,19.2,0.07
53202,2023-02-22,21,5,2,32.2,19.9,0.037
53202,2023-02-22,22,2,2,31.8,21.2,0.015
53202,2023-02-22,23,2,2,31.8,20.8,0.001
53202,2023-02-23,0,2,3,32.5,22.3,0.025
53202,2023-02-23,1,3,3,31.7,21.6,0.026
53202,2023-02-23,2,1,3,32.6,22.3,0.0
53202,2023-02-23,3,1,3,31.7,21.8,0.0
53202,2023-02-23,5,1,3,32.1,23.3,0.0
53202,2023-02-23,6,5,3,32.1,23.8,0.0
53202,2023-02-23,8,2,3,33.3,25.4,0.0
53202,2023-02-23,9,7,3,34.1,29.4,0.006
53202,2023-02-23,10,5,3,34.1,29.7,0.0
53202,2023-02-23,12,3,3,39.5,30.2,0.0
53202,2023-02-23,13,4,3,37.1,28.0,0.0
53202,2023-02-23,14,5,3,35.9,26.1,0.0
53202,2023-02-23,15,1,3,34.9,23.6,0.0
53202,2023-02-23,16,4,3,33.1,21.3,0.0
53202,2023-02-23,17,2,3,31.9,20.4,0.0
53202,2023-02-23,20,3,3,28.9,17.7,0.0
53202,2023-02-23,21,2,3,27.0,14.7,0.0
53202,2023-02-23,22,5,3,25.8,14.0,0.0
53202,2023-02-23,23,4,3,25.4,12.2,0.0
53202,2023-02-24,0,6,4,24.6,13.5,0.0
53202,2023-02-24,1,4,4,24.2,13.3,0.0
53202,2023-02-24,2,3,4,22.3,10.4,0.0
53202,2023-02-24,9,2,4,18.1,7.9,0.0
53202,2023-02-24,10,1,4,20.1,8.9,0.0
53202,2023-02-24,11,5,4,21.9,15.1,0.0
53202,2023-02-24,12,1,4,22.1,11.9,0.0
53202,2023-02-24,13,6,4,23.2,12.5,0.0
53202,2023-02-24,14,4,4,23.1,13.2,0.0
53202,2023-02-24,15,4,4,22.0,13.3,0.0
53202,2023-02-24,16,3,4,22.0,13.4,0.0
53202,2023-02-24,17,5,4,22.0,14.5,0.0
53202,2023-02-24,18,3,4,21.9,13.5,0.0
53202,2023-02-24,19,2,4,23.0,13.9,0.0
53202,2023-02-24,20,4,4,23.1,14.8,0.0
53202,2023-02-24,21,6,4,24.3,15.3,0.0
53202,2023-02-24,22,3,4,24.7,16.4,0.0
53202,2023-02-24,23,3,4,24.0,17.4,0.02
53202,2023-02-25,0,5,5,24.7,16.7,0.04
53202,2023-02-25,1,2,5,26.1,18.4,0.009
53202,2023-02-25,2,4,5,26.7,23.2,0.0
53202,2023-02-25,3,2,5,26.7,20.8,0.0
53202,2023-02-25,6,1,5,25.4,25.4,0.0
53202,2023-02-25,8,1,5,26.1,18.6,0.0
53202,2023-02-25,9,4,5,27.0,19.5,0.0
53202,2023-02-25,10,3,5,28.1,18.9,0.0
53202,2023-02-25,11,2,5,29.0,21.3,0.0
53202,2023-02-25,12,2,5,30.8,24.4,0.0
53202,2023-02-25,13,1,5,32.1,25.6,0.0
53202,2023-02-25,14,6,5,34.2,25.9,0.0
53202,2023-02-25,15,1,5,35.3,25.9,0.0
53202,2023-02-25,17,3,5,36.1,28.3,0.0
53202,2023-02-25,18,3,5,35.1,27.4,0.0
53202,2023-02-25,19,2,5,35.1,27.4,0.0
53202,2023-02-25,21,1,5,34.1,27.8,0.0
53202,2023-02-25,23,2,5,33.6,24.5,0.0
53202,2023-02-26,0,2,6,33.0,24.4,0.0
53202,2023-02-26,1,4,6,32.1,24.5,0.0
53202,2023-02-26,2,4,6,30.7,22.8,0.0
53202,2023-02-26,3,1,6,30.8,24.1,0.0
53202,2023-02-26,4,1,6,29.3,29.3,0.0
53202,2023-02-26,7,2,6,25.0,25.0,0.0
53202,2023-02-26,8,1,6,30.8,24.2,0.0
53202,2023-02-26,9,2,6,34.0,26.7,0.0
53202,2023-02-26,11,3,6,38.9,33.4,0.0
53202,2023-02-26,12,4,6,42.0,38.2,0.0
53202,2023-02-26,13,2,6,42.7,42.7,0.0
53202,2023-02-26,15,3,6,38.2,31.9,0.0
53202,2023-02-26,16,8,6,37.3,31.9,0.0
53202,2023-02-26,17,1,6,35.9,28.5,0.0
53202,2023-02-26,18,1,6,33.3,26.4,0.0
53202,2023-02-26,19,1,6,33.2,26.8,0.0
53202,2023-02-26,20,4,6,33.3,27.0,0.0
53202,2023-02-26,21,4,6,33.3,26.3,0.0
53202,2023-02-26,22,5,6,33.0,27.3,0.0
53202,2023-02-26,23,4,6,33.6,26.1,0.0
53202,2023-02-27,0,7,0,34.5,27.6,0.0
53202,2023-02-27,1,1,0,35.2,27.8,0.0
53202,2023-02-27,2,2,0,36.5,27.8,0.0
53202,2023-02-27,3,1,0,37.6,28.4,0.0
53202,2023-02-27,4,2,0,37.6,28.7,0.0
53202,2023-02-27,6,1,0,36.5,25.6,0.295
53202,2023-02-27,7,1,0,35.3,23.4,0.211
53202,2023-02-27,8,2,0,36.2,24.8,0.619
53202,2023-02-27,9,1,0,37.3,27.7,0.434
53202,2023-02-27,10,1,0,38.2,27.9,0.114
53202,2023-02-27,11,3,0,38.3,28.3,0.158
53202,2023-02-27,12,3,0,38.3,27.7,0.076
53202,2023-02-27,13,3,0,38.4,27.2,0.02
53202,2023-02-27,14,4,0,39.3,31.9,0.005
53202,2023-02-27,15,1,0,39.3,33.1,0.014
53202,2023-02-27,16,6,0,39.2,34.9,0.005
53202,2023-02-27,17,9,0,39.1,39.1,0.011
53202,2023-02-27,18,7,0,38.2,33.6,0.0
53202,2023-02-27,19,8,0,37.3,29.5,0.0
53202,2023-02-27,20,5,0,37.1,28.9,0.0
53202,2023-02-27,21,7,0,37.1,30.3,0.0
53202,2023-02-27,22,2,0,35.2,25.9,0.0
53202,2023-02-28,0,1,1,34.5,25.0,0.0
53202,2023-02-28,1,3,1,34.5,25.5,0.0
53202,2023-02-28,2,3,1,35.1,27.6,0.0
53202,2023-02-28,6,4,1,36.5,28.8,0.0
53202,2023-02-28,7,3,1,35.2,26.9,0.0
53202,2023-02-28,8,3,1,36.1,28.8,0.0
53202,2023-02-28,9,4,1,38.0,32.1,0.0
53202,2023-02-28,10,5,1,40.9,36.4,0.0
53202,2023-02-28,11,4,1,43.0,40.3,0.0
53202,2023-02-28,12,4,1,46.0,42.9,0.0
53202,2023-02-28,13,2,1,47.0,44.8,0.0
53202,2023-02-28,14,7,1,46.2,44.0,0.0
53202,2023-02-28,15,1,1,46.8,43.0,0.0
53202,2023-02-28,17,1,1,40.9,35.3,0.0
53202,2023-02-28,18,4,1,38.9,32.8,0.0
